"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",0.824988275589651,0.16925127072937,0.0549295171675063,1.39305824226144,0.377500191334495,0.163021306911614,0.208982853974455,1.01677011428033,0.185933603864555,3.92767585733147,0.23968454487257,0.398485409693019,0.0964753188216034
"2",1.65813658361929,1.46398039982829,0.799670531804643,4.4917268419015,0.78535314118866,2.3732838356463,2.21809893444762,1.95929066268234,0.487753932964532,8.39892805924944,1.1621602477737,0.850729218728657,0.46778060089511
"3",2.64088971173899,0.519261467624364,6.96139644203922,7.1539071762276,1.15816739535305,0.500147991304134,3.74905067624086,3.11944211409798,0.570442724638533,12.0500763228645,0.735350157201573,1.2225498678527,0.295985462472165
"4",1.56547582342345,0.255997981918226,0.0830826585940902,3.24071807225347,0.570981161552989,0.246574961589361,0.316093277423696,1.53789744802998,0.281230546482681,5.94073585842399,0.362530570789498,0.602721978190551,0.145922017700764
"5",0.494041812914146,0.429009938277245,0.139232684446495,1.3383100608301,0.5039211797839,0.413218527191188,0.415239565677685,0.793604930232531,0.163104340403648,3.18093894271283,0.284335622032293,0.322531511408845,0.114447803893607
"6",0.340906241676761,0.0894172556094274,0.412372925607432,0.923481051825613,0.19417367637274,0.223851523443881,0.606874150918543,0.435563853959768,0.152206600499893,2.14791911460318,0.495145048059636,0.217139486018581,0.199300611559617
"7",0.169832923387269,0.0558955952239035,0.0181405908753783,0.460060472794169,0.1246702479742,0.0538381363090239,0.0690188521523547,0.335790511342455,0.0614049715275273,1.2971233772486,0.0791563350980376,0.131600661353068,0.0318611809926791
"8",1.56165286961115,0.513972879575218,0.16680691371235,4.23036207117148,1.14637166116542,0.495054070698554,0.634627549773893,2.08767113682887,0.564632864357454,11.9273483840403,0.727860743301663,1.21009840934146,0.292970901837206
"9",1.12543859167557,0.479768967431689,0.155706232629204,3.04870104253224,1.3342218538998,0.462109169102843,1.15495787052921,1.45401491053576,1.04153194798142,5.70904886618297,2.26767726040162,0.797601076011572,0.912761758577548
"10",0.267203160596417,0.0436950024084479,0.0141809593191585,0.723826746571206,0.0974578902626104,0.0420866346671111,0.0539523648383076,0.26249594700743,0.0480018213964482,2.16917101731012,0.0618785118737504,0.102875569921771,0.0249066921039915
"11",0.747221044780893,0.274941794795187,0.0892307630671544,2.02414738136351,0.573570162893533,0.264821472352812,0.49056476552798,0.886067133508171,0.708764911739552,3.47228803292613,2.16623695255589,0.697172076633284,1.27444061787536
"12",0.379037648371737,0.358588964724775,0.11637796637535,1.02677523438169,0.225599439582149,0.345389676671842,0.342283384975851,0.588619068521924,0.123420987375701,2.37500059139712,0.224123500758185,0.565914254079433,0.0902118499236379
"13",0.297299576386409,0.158031056840635,0.0512880618994402,0.805354939112414,0.213702194874002,0.15221409746446,0.215923504150057,0.383430292129626,0.229589029629249,1.5177427730102,0.952997610037255,0.546476306473528,0.384237072468047
